domain,site,plot,measurementLevel,sensorDepths,startDate,endDate
18,TOOL,3,8,NA,20100101125959,NA
18,TOOL,4,1,-0.057,20100101125959,NA
18,TOOL,4,2,-0.157,20100101125959,NA
18,TOOL,4,3,-0.257,20100101125959,NA
18,TOOL,4,4,-0.357,20100101125959,NA
18,TOOL,4,5,-0.457,20100101125959,NA
18,TOOL,4,6,-0.657,20100101125959,NA
18,TOOL,4,7,NA,20100101125959,NA
18,TOOL,4,8,NA,20100101125959,NA
18,TOOL,5,1,-0.06,20100101125959,NA
18,TOOL,5,2,NA,20100101125959,NA
18,TOOL,5,3,NA,20100101125959,NA
18,TOOL,5,4,NA,20100101125959,NA
18,TOOL,5,5,NA,20100101125959,NA
18,TOOL,5,6,NA,20100101125959,NA
18,TOOL,5,7,NA,20100101125959,NA
18,TOOL,5,8,NA,20100101125959,NA
19,BONA,1,1,-0.05,20100101125959,NA
19,BONA,1,2,-0.15,20100101125959,NA
19,BONA,1,3,-0.25,20100101125959,NA
19,BONA,1,4,-0.45,20100101125959,NA
19,BONA,1,5,-0.75,20100101125959,NA
19,BONA,1,6,-1.05,20100101125959,NA
19,BONA,1,7,-1.55,20100101125959,NA
19,BONA,1,8,-1.95,20100101125959,NA
19,BONA,2,1,-0.06,20100101125959,NA
19,BONA,2,2,-0.16,20100101125959,NA
19,BONA,2,3,-0.26,20100101125959,NA
19,BONA,2,4,-0.46,20100101125959,NA
19,BONA,2,5,-0.76,20100101125959,NA
19,BONA,2,6,-1.06,20100101125959,NA
19,BONA,2,7,-1.56,20100101125959,NA
19,BONA,2,8,-1.76,20100101125959,NA
19,BONA,3,1,-0.06,20100101125959,NA
19,BONA,3,2,-0.16,20100101125959,NA
19,BONA,3,3,-0.26,20100101125959,NA
19,BONA,3,4,-0.46,20100101125959,NA
19,BONA,3,5,-0.76,20100101125959,NA
19,BONA,3,6,-1.06,20100101125959,NA
19,BONA,3,7,-1.56,20100101125959,NA
19,BONA,3,8,-1.86,20100101125959,NA
19,BONA,4,1,-0.06,20100101125959,NA
19,BONA,4,2,-0.16,20100101125959,NA
19,BONA,4,3,-0.26,20100101125959,NA
19,BONA,4,4,-0.46,20100101125959,NA
19,BONA,4,5,-0.76,20100101125959,NA
19,BONA,4,6,-1.06,20100101125959,NA
19,BONA,4,7,-1.56,20100101125959,NA
19,BONA,4,8,-1.86,20100101125959,NA
19,BONA,5,1,-0.06,20100101125959,NA
19,BONA,5,2,-0.16,20100101125959,NA
19,BONA,5,3,-0.26,20100101125959,NA
19,BONA,5,4,-0.46,20100101125959,NA
19,BONA,5,5,-0.76,20100101125959,NA
19,BONA,5,6,-1.06,20100101125959,NA
19,BONA,5,7,-1.56,20100101125959,NA
19,BONA,5,8,-1.96,20100101125959,NA
19,DEJU,1,1,-0.06,20100101125959,NA
19,DEJU,1,2,-0.16,20100101125959,NA
19,DEJU,1,3,-0.26,20100101125959,NA
19,DEJU,1,4,-0.36,20100101125959,NA
19,DEJU,1,5,-0.46,20100101125959,NA
19,DEJU,1,6,-0.56,20100101125959,NA
19,DEJU,1,7,-0.66,20100101125959,NA
19,DEJU,1,8,-0.86,20100101125959,NA
19,DEJU,2,1,-0.06,20100101125959,NA
19,DEJU,2,2,-0.16,20100101125959,NA
19,DEJU,2,3,-0.26,20100101125959,NA
19,DEJU,2,4,-0.36,20100101125959,NA
19,DEJU,2,5,-0.46,20100101125959,NA
19,DEJU,2,6,-0.56,20100101125959,NA
19,DEJU,2,7,-0.66,20100101125959,NA
19,DEJU,2,8,-0.86,20100101125959,NA
19,DEJU,3,1,-0.055,20100101125959,NA
19,DEJU,3,2,-0.155,20100101125959,NA
19,DEJU,3,3,-0.255,20100101125959,NA
19,DEJU,3,4,-0.355,20100101125959,NA
19,DEJU,3,5,-0.455,20100101125959,NA
19,DEJU,3,6,-0.655,20100101125959,NA
19,DEJU,3,7,NA,20100101125959,NA
19,DEJU,3,8,NA,20100101125959,NA
19,DEJU,4,1,-0.05,20100101125959,NA
19,DEJU,4,2,-0.15,20100101125959,NA
19,DEJU,4,3,-0.25,20100101125959,NA
19,DEJU,4,4,-0.35,20100101125959,NA
19,DEJU,4,5,-0.45,20100101125959,NA
19,DEJU,4,6,-0.55,20100101125959,NA
19,DEJU,4,7,NA,20100101125959,NA
19,DEJU,4,8,NA,20100101125959,NA
19,DEJU,5,1,-0.055,20100101125959,NA
19,DEJU,5,2,-0.155,20100101125959,NA
19,DEJU,5,3,-0.255,20100101125959,NA
19,DEJU,5,4,-0.355,20100101125959,NA
19,DEJU,5,5,NA,20100101125959,NA
19,DEJU,5,6,NA,20100101125959,NA
19,DEJU,5,7,NA,20100101125959,NA
19,DEJU,5,8,NA,20100101125959,NA
19,HEAL,1,1,-0.06,20100101125959,NA
19,HEAL,1,2,-0.16,20100101125959,NA
19,HEAL,1,3,-0.26,20100101125959,NA
19,HEAL,1,4,-0.36,20100101125959,NA
19,HEAL,1,5,-0.46,20100101125959,NA
19,HEAL,1,6,-0.66,20100101125959,NA
19,HEAL,1,7,-0.96,20100101125959,NA
19,HEAL,1,8,-1.56,20100101125959,NA
19,HEAL,2,1,-0.06,20100101125959,NA
19,HEAL,2,2,-0.16,20100101125959,NA
19,HEAL,2,3,-0.26,20100101125959,NA
19,HEAL,2,4,-0.36,20100101125959,NA
19,HEAL,2,5,-0.46,20100101125959,NA
19,HEAL,2,6,-0.66,20100101125959,NA
19,HEAL,2,7,-0.96,20100101125959,NA
19,HEAL,2,8,-1.26,20100101125959,NA
19,HEAL,3,1,-0.05,20100101125959,NA
19,HEAL,3,2,-0.15,20100101125959,NA
19,HEAL,3,3,-0.25,20100101125959,NA
19,HEAL,3,4,-0.35,20100101125959,NA
19,HEAL,3,5,-0.45,20100101125959,NA
19,HEAL,3,6,-0.65,20100101125959,NA
19,HEAL,3,7,-0.95,20100101125959,NA
19,HEAL,3,8,-1.65,20100101125959,NA
19,HEAL,4,1,-0.07,20100101125959,NA
19,HEAL,4,2,-0.17,20100101125959,NA
19,HEAL,4,3,-0.27,20100101125959,NA
19,HEAL,4,4,-0.37,20100101125959,NA
19,HEAL,4,5,-0.47,20100101125959,NA
19,HEAL,4,6,-0.67,20100101125959,NA
19,HEAL,4,7,-0.97,20100101125959,NA
19,HEAL,4,8,-1.57,20100101125959,NA
19,HEAL,5,1,-0.06,20100101125959,NA
19,HEAL,5,2,-0.16,20100101125959,NA
19,HEAL,5,3,-0.26,20100101125959,NA
19,HEAL,5,4,-0.36,20100101125959,NA
19,HEAL,5,5,-0.46,20100101125959,NA
19,HEAL,5,6,-0.66,20100101125959,NA
19,HEAL,5,7,-0.96,20100101125959,NA
19,HEAL,5,8,-1.56,20100101125959,NA
20,PUUM,1,1,NA,20100101125959,NA
20,PUUM,1,2,NA,20100101125959,NA
20,PUUM,1,3,NA,20100101125959,NA
20,PUUM,1,4,NA,20100101125959,NA
20,PUUM,1,5,NA,20100101125959,NA
20,PUUM,1,6,NA,20100101125959,NA
20,PUUM,1,7,NA,20100101125959,NA
20,PUUM,1,8,NA,20100101125959,NA
20,PUUM,2,1,NA,20100101125959,NA
20,PUUM,2,2,NA,20100101125959,NA
20,PUUM,2,3,NA,20100101125959,NA
20,PUUM,2,4,NA,20100101125959,NA
20,PUUM,2,5,NA,20100101125959,NA
20,PUUM,2,6,NA,20100101125959,NA
20,PUUM,2,7,NA,20100101125959,NA
20,PUUM,2,8,NA,20100101125959,NA
20,PUUM,3,1,NA,20100101125959,NA
20,PUUM,3,2,NA,20100101125959,NA
20,PUUM,3,3,NA,20100101125959,NA
20,PUUM,3,4,NA,20100101125959,NA
20,PUUM,3,5,NA,20100101125959,NA
20,PUUM,3,6,NA,20100101125959,NA
20,PUUM,3,7,NA,20100101125959,NA
20,PUUM,3,8,NA,20100101125959,NA
20,PUUM,4,1,NA,20100101125959,NA
20,PUUM,4,2,NA,20100101125959,NA
20,PUUM,4,3,NA,20100101125959,NA
20,PUUM,4,4,NA,20100101125959,NA
20,PUUM,4,5,NA,20100101125959,NA
20,PUUM,4,6,NA,20100101125959,NA
20,PUUM,4,7,NA,20100101125959,NA
20,PUUM,4,8,NA,20100101125959,NA
20,PUUM,5,1,NA,20100101125959,NA
20,PUUM,5,2,NA,20100101125959,NA
20,PUUM,5,3,NA,20100101125959,NA
20,PUUM,5,4,NA,20100101125959,NA
20,PUUM,5,5,NA,20100101125959,NA
20,PUUM,5,6,NA,20100101125959,NA
20,PUUM,5,7,NA,20100101125959,NA
20,PUUM,5,8,NA,20100101125959,NA
